# Generated with codec_test.py (time: 184min)

Tool versions:
+ mencoder 2:1.0~rc2-0ubuntu13
+ mkvmerge v2.0.2
+ mp4creator 1.6
+ mplayer 1.0rc2-4.2.3
+ ogmmerge v1.5
+ undvd 0.5.1

+------------+------------+------------+------------+
| container  | vcodec     | acodec     | status     |
| mkv        | asv2       | flac       | failed     |
| mkv        | asv2       | mp2        | ok         |
| mkv        | asv2       | mp3        | ok         |
| mkv        | asv2       | sonic      | failed     |
| mkv        | asv2       | sonicls    | failed     |
| mkv        | asv2       | vorbis     | failed     |
| mkv        | asv2       | wmav1      | failed     |
| mkv        | asv2       | wmav2      | failed     |
| mkv        | dvvideo    | aac        | failed     |
| mkv        | dvvideo    | ac3        | failed     |
| mkv        | dvvideo    | flac       | failed     |
| mkv        | dvvideo    | mp2        | failed     |
| mkv        | dvvideo    | mp3        | failed     |
| mkv        | dvvideo    | sonic      | failed     |
| mkv        | dvvideo    | sonicls    | failed     |
| mkv        | dvvideo    | vorbis     | failed     |
| mkv        | dvvideo    | wmav1      | failed     |
| mkv        | dvvideo    | wmav2      | failed     |
| mkv        | ffv1       | aac        | failed     |
| mkv        | ffv1       | ac3        | ok         |
| mkv        | ffv1       | flac       | failed     |
| mkv        | ffv1       | mp2        | ok         |
| mkv        | ffv1       | mp3        | ok         |
| mkv        | ffv1       | sonic      | failed     |
| mkv        | ffv1       | sonicls    | failed     |
| mkv        | ffv1       | vorbis     | failed     |
| mkv        | ffv1       | wmav1      | failed     |
| mkv        | ffv1       | wmav2      | failed     |
| mkv        | flv        | aac        | failed     |
| mkv        | flv        | ac3        | ok         |
| mkv        | flv        | flac       | failed     |
| mkv        | flv        | mp2        | ok         |
| mkv        | flv        | mp3        | ok         |
| mkv        | flv        | sonic      | failed     |
| mkv        | flv        | sonicls    | failed     |
| mkv        | flv        | vorbis     | failed     |
| mkv        | flv        | wmav1      | failed     |
| mkv        | flv        | wmav2      | failed     |
| mkv        | h261       | aac        | failed     |
| mkv        | h261       | ac3        | failed     |
| mkv        | h261       | flac       | failed     |
| mkv        | h261       | mp2        | failed     |
| mkv        | h261       | mp3        | failed     |
| mkv        | h261       | sonic      | failed     |
| mkv        | h261       | sonicls    | failed     |
| mkv        | h261       | vorbis     | failed     |
| mkv        | h261       | wmav1      | failed     |
| mkv        | h261       | wmav2      | failed     |
| mkv        | h263       | aac        | failed     |
| mkv        | h263       | ac3        | failed     |
| mkv        | h263       | flac       | failed     |
| mkv        | h263       | mp2        | failed     |
| mkv        | h263       | mp3        | failed     |
| mkv        | h263       | sonic      | failed     |
| mkv        | h263       | sonicls    | failed     |
| mkv        | h263       | vorbis     | failed     |
| mkv        | h263       | wmav1      | failed     |
| mkv        | h263       | wmav2      | failed     |
| mkv        | h263p      | aac        | failed     |
| mkv        | h263p      | ac3        | ok         |
| mkv        | h263p      | flac       | failed     |
| mkv        | h263p      | mp2        | ok         |
| mkv        | h263p      | mp3        | ok         |
| mkv        | h263p      | sonic      | failed     |
| mkv        | h263p      | sonicls    | failed     |
| mkv        | h263p      | vorbis     | failed     |
| mkv        | h263p      | wmav1      | failed     |
| mkv        | h263p      | wmav2      | failed     |
| mkv        | h264       | aac        | failed     |
| mkv        | h264       | ac3        | ok         |
| mkv        | h264       | flac       | failed     |
| mkv        | h264       | mp2        | ok         |
| mkv        | h264       | mp3        | ok         |
| mkv        | h264       | sonic      | failed     |
| mkv        | h264       | sonicls    | failed     |
| mkv        | h264       | vorbis     | failed     |
| mkv        | h264       | wmav1      | failed     |
| mkv        | h264       | wmav2      | failed     |
| mkv        | mpeg1video | aac        | failed     |
| mkv        | mpeg1video | ac3        | ok         |
| mkv        | mpeg1video | flac       | failed     |
| mkv        | mpeg1video | mp2        | ok         |
| mkv        | mpeg1video | mp3        | ok         |
| mkv        | mpeg1video | sonic      | failed     |
| mkv        | mpeg1video | sonicls    | failed     |
| mkv        | mpeg1video | vorbis     | failed     |
| mkv        | mpeg1video | wmav1      | failed     |
| mkv        | mpeg1video | wmav2      | failed     |
| mkv        | mpeg2video | aac        | failed     |
| mkv        | mpeg2video | ac3        | ok         |
| mkv        | mpeg2video | flac       | failed     |
| mkv        | mpeg2video | mp2        | ok         |
| mkv        | mpeg2video | mp3        | ok         |
| mkv        | mpeg2video | sonic      | failed     |
| mkv        | mpeg2video | sonicls    | failed     |
| mkv        | mpeg2video | vorbis     | failed     |
| mkv        | mpeg2video | wmav1      | failed     |
| mkv        | mpeg2video | wmav2      | failed     |
| mkv        | mpeg4      | aac        | failed     |
| mkv        | mpeg4      | ac3        | ok         |
| mkv        | mpeg4      | flac       | failed     |
| mkv        | mpeg4      | mp2        | ok         |
| mkv        | mpeg4      | mp3        | ok         |
| mkv        | mpeg4      | sonic      | failed     |
| mkv        | mpeg4      | sonicls    | failed     |
| mkv        | mpeg4      | vorbis     | failed     |
| mkv        | mpeg4      | wmav1      | failed     |
| mkv        | mpeg4      | wmav2      | failed     |
| mkv        | msmpeg4    | aac        | failed     |
| mkv        | msmpeg4    | ac3        | ok         |
| mkv        | msmpeg4    | flac       | failed     |
| mkv        | msmpeg4    | mp2        | ok         |
| mkv        | msmpeg4    | mp3        | ok         |
| mkv        | msmpeg4    | sonic      | failed     |
| mkv        | msmpeg4    | sonicls    | failed     |
| mkv        | msmpeg4    | vorbis     | failed     |
| mkv        | msmpeg4    | wmav1      | failed     |
| mkv        | msmpeg4    | wmav2      | failed     |
| mkv        | msmpeg4v2  | aac        | failed     |
| mkv        | msmpeg4v2  | ac3        | ok         |
| mkv        | msmpeg4v2  | flac       | failed     |
| mkv        | msmpeg4v2  | mp2        | ok         |
| mkv        | msmpeg4v2  | mp3        | ok         |
| mkv        | msmpeg4v2  | sonic      | failed     |
| mkv        | msmpeg4v2  | sonicls    | failed     |
| mkv        | msmpeg4v2  | vorbis     | failed     |
| mkv        | msmpeg4v2  | wmav1      | failed     |
| mkv        | msmpeg4v2  | wmav2      | failed     |
| mkv        | roqvideo   | aac        | failed     |
| mkv        | roqvideo   | ac3        | failed     |
| mkv        | roqvideo   | flac       | failed     |
| mkv        | roqvideo   | mp2        | failed     |
| mkv        | roqvideo   | mp3        | failed     |
| mkv        | roqvideo   | sonic      | failed     |
| mkv        | roqvideo   | sonicls    | failed     |
| mkv        | roqvideo   | vorbis     | failed     |
| mkv        | roqvideo   | wmav1      | failed     |
| mkv        | roqvideo   | wmav2      | failed     |
| mkv        | rv10       | aac        | failed     |
| mkv        | rv10       | ac3        | ok         |
| mkv        | rv10       | flac       | failed     |
| mkv        | rv10       | mp2        | ok         |
| mkv        | rv10       | mp3        | ok         |
| mkv        | rv10       | sonic      | failed     |
| mkv        | rv10       | sonicls    | failed     |
| mkv        | rv10       | vorbis     | failed     |
| mkv        | rv10       | wmav1      | failed     |
| mkv        | rv10       | wmav2      | failed     |
| mkv        | svq1       | aac        | failed     |
| mkv        | svq1       | ac3        | failed     |
| mkv        | svq1       | flac       | failed     |
| mkv        | svq1       | mp2        | failed     |
| mkv        | svq1       | mp3        | failed     |
| mkv        | svq1       | sonic      | failed     |
| mkv        | svq1       | sonicls    | failed     |
| mkv        | svq1       | vorbis     | failed     |
| mkv        | svq1       | wmav1      | failed     |
| mkv        | svq1       | wmav2      | failed     |
| mkv        | wmv1       | aac        | failed     |
| mkv        | wmv1       | ac3        | ok         |
| mkv        | wmv1       | flac       | failed     |
| mkv        | wmv1       | mp2        | ok         |
| mkv        | wmv1       | mp3        | ok         |
| mkv        | wmv1       | sonic      | failed     |
| mkv        | wmv1       | sonicls    | failed     |
| mkv        | wmv1       | vorbis     | failed     |
| mkv        | wmv1       | wmav1      | failed     |
| mkv        | wmv1       | wmav2      | failed     |
| mkv        | wmv2       | aac        | failed     |
| mkv        | wmv2       | ac3        | ok         |
| mkv        | wmv2       | flac       | failed     |
| mkv        | wmv2       | mp2        | ok         |
| mkv        | wmv2       | mp3        | ok         |
| mkv        | wmv2       | sonic      | failed     |
| mkv        | wmv2       | sonicls    | failed     |
| mkv        | wmv2       | vorbis     | failed     |
| mkv        | wmv2       | wmav1      | failed     |
| mkv        | wmv2       | wmav2      | failed     |
| mkv        | xvid       | aac        | failed     |
| mkv        | xvid       | ac3        | ok         |
| mkv        | xvid       | flac       | failed     |
| mkv        | xvid       | mp2        | ok         |
| mkv        | xvid       | mp3        | ok         |
| mkv        | xvid       | sonic      | failed     |
| mkv        | xvid       | sonicls    | failed     |
| mkv        | xvid       | vorbis     | failed     |
| mkv        | xvid       | wmav1      | failed     |
| mkv        | xvid       | wmav2      | failed     |
| mov        | asv1       | aac        | ok         |
| mov        | asv1       | ac3        | ok         |
| mov        | asv1       | flac       | ok         |
| mov        | asv1       | mp2        | ok         |
| mov        | asv1       | mp3        | ok         |
| mov        | asv1       | sonic      | ok         |
| mov        | asv1       | sonicls    | ok         |
| mov        | asv1       | vorbis     | ok         |
| mov        | asv1       | wmav1      | failed     |
| mov        | asv1       | wmav2      | failed     |
| mov        | asv2       | aac        | ok         |
| mov        | asv2       | ac3        | ok         |
| mov        | asv2       | flac       | ok         |
| mov        | asv2       | mp2        | ok         |
| mov        | asv2       | mp3        | ok         |
| mov        | asv2       | sonic      | ok         |
| mov        | asv2       | sonicls    | ok         |
| mov        | asv2       | vorbis     | ok         |
| mov        | asv2       | wmav1      | failed     |
| mov        | asv2       | wmav2      | failed     |
| mov        | dvvideo    | aac        | ok         |
| mov        | dvvideo    | ac3        | ok         |
| mov        | dvvideo    | flac       | ok         |
| mov        | dvvideo    | mp2        | ok         |
| mov        | dvvideo    | mp3        | ok         |
| mov        | dvvideo    | sonic      | ok         |
| mov        | dvvideo    | sonicls    | ok         |
| mov        | dvvideo    | vorbis     | ok         |
| mov        | dvvideo    | wmav1      | failed     |
| mov        | dvvideo    | wmav2      | failed     |
| mov        | ffv1       | aac        | ok         |
| mov        | ffv1       | ac3        | ok         |
| mov        | ffv1       | flac       | ok         |
| mov        | ffv1       | mp2        | ok         |
| mov        | ffv1       | mp3        | ok         |
| mov        | ffv1       | sonic      | ok         |
| mov        | ffv1       | sonicls    | ok         |
| mov        | ffv1       | vorbis     | ok         |
| mov        | ffv1       | wmav1      | failed     |
| mov        | ffv1       | wmav2      | failed     |
| mov        | flv        | aac        | ok         |
| mov        | flv        | ac3        | ok         |
| mov        | flv        | flac       | ok         |
| mov        | flv        | mp2        | ok         |
| mov        | flv        | mp3        | ok         |
| mov        | flv        | sonic      | ok         |
| mov        | flv        | sonicls    | ok         |
| mov        | flv        | vorbis     | ok         |
| mov        | flv        | wmav1      | failed     |
| mov        | flv        | wmav2      | failed     |
| mov        | h261       | aac        | failed     |
| mov        | h261       | ac3        | failed     |
| mov        | h261       | flac       | failed     |
| mov        | h261       | mp2        | failed     |
| mov        | h261       | mp3        | failed     |
| mov        | h261       | sonic      | failed     |
| mov        | h261       | sonicls    | failed     |
| mov        | h261       | vorbis     | failed     |
| mov        | h261       | wmav1      | failed     |
| mov        | h261       | wmav2      | failed     |
| mov        | h263       | aac        | failed     |
| mov        | h263       | ac3        | failed     |
| mov        | h263       | flac       | failed     |
| mov        | h263       | mp2        | failed     |
| mov        | h263       | mp3        | failed     |
| mov        | h263       | sonic      | failed     |
| mov        | h263       | sonicls    | failed     |
| mov        | h263       | vorbis     | failed     |
| mov        | h263       | wmav1      | failed     |
| mov        | h263       | wmav2      | failed     |
| mov        | h263p      | aac        | ok         |
| mov        | h263p      | ac3        | ok         |
| mov        | h263p      | flac       | ok         |
| mov        | h263p      | mp2        | ok         |
| mov        | h263p      | mp3        | ok         |
| mov        | h263p      | sonic      | ok         |
| mov        | h263p      | sonicls    | ok         |
| mov        | h263p      | vorbis     | ok         |
| mov        | h263p      | wmav1      | failed     |
| mov        | h263p      | wmav2      | failed     |
| mov        | h264       | aac        | ok         |
| mov        | h264       | ac3        | ok         |
| mov        | h264       | flac       | ok         |
| mov        | h264       | mp2        | ok         |
| mov        | h264       | mp3        | ok         |
| mov        | h264       | sonic      | ok         |
| mov        | h264       | sonicls    | ok         |
| mov        | h264       | vorbis     | ok         |
| mov        | h264       | wmav1      | failed     |
| mov        | h264       | wmav2      | failed     |
| mov        | mpeg1video | aac        | ok         |
| mov        | mpeg1video | ac3        | ok         |
| mov        | mpeg1video | flac       | ok         |
| mov        | mpeg1video | mp2        | ok         |
| mov        | mpeg1video | mp3        | ok         |
| mov        | mpeg1video | sonic      | ok         |
| mov        | mpeg1video | sonicls    | ok         |
| mov        | mpeg1video | vorbis     | ok         |
| mov        | mpeg1video | wmav1      | failed     |
| mov        | mpeg1video | wmav2      | failed     |
| mov        | mpeg2video | aac        | ok         |
| mov        | mpeg2video | ac3        | ok         |
| mov        | mpeg2video | flac       | ok         |
| mov        | mpeg2video | mp2        | ok         |
| mov        | mpeg2video | mp3        | ok         |
| mov        | mpeg2video | sonic      | ok         |
| mov        | mpeg2video | sonicls    | ok         |
| mov        | mpeg2video | vorbis     | ok         |
| mov        | mpeg2video | wmav1      | failed     |
| mov        | mpeg2video | wmav2      | failed     |
| mov        | mpeg4      | aac        | ok         |
| mov        | mpeg4      | ac3        | ok         |
| mov        | mpeg4      | flac       | ok         |
| mov        | mpeg4      | mp2        | ok         |
| mov        | mpeg4      | mp3        | ok         |
| mov        | mpeg4      | sonic      | ok         |
| mov        | mpeg4      | sonicls    | ok         |
| mov        | mpeg4      | vorbis     | ok         |
| mov        | mpeg4      | wmav1      | failed     |
| mov        | mpeg4      | wmav2      | failed     |
| mov        | msmpeg4    | aac        | ok         |
| mov        | msmpeg4    | ac3        | ok         |
| mov        | msmpeg4    | flac       | ok         |
| mov        | msmpeg4    | mp2        | ok         |
| mov        | msmpeg4    | mp3        | ok         |
| mov        | msmpeg4    | sonic      | ok         |
| mov        | msmpeg4    | sonicls    | ok         |
| mov        | msmpeg4    | vorbis     | ok         |
| mov        | msmpeg4    | wmav1      | failed     |
| mov        | msmpeg4    | wmav2      | failed     |
| mov        | msmpeg4v2  | aac        | ok         |
| mov        | msmpeg4v2  | ac3        | ok         |
| mov        | msmpeg4v2  | flac       | ok         |
| mov        | msmpeg4v2  | mp2        | ok         |
| mov        | msmpeg4v2  | mp3        | ok         |
| mov        | msmpeg4v2  | sonic      | ok         |
| mov        | msmpeg4v2  | sonicls    | ok         |
| mov        | msmpeg4v2  | vorbis     | ok         |
| mov        | msmpeg4v2  | wmav1      | failed     |
| mov        | msmpeg4v2  | wmav2      | failed     |
| mov        | roqvideo   | aac        | failed     |
| mov        | roqvideo   | ac3        | failed     |
| mov        | roqvideo   | flac       | failed     |
| mov        | roqvideo   | mp2        | failed     |
| mov        | roqvideo   | mp3        | failed     |
| mov        | roqvideo   | sonic      | failed     |
| mov        | roqvideo   | sonicls    | failed     |
| mov        | roqvideo   | vorbis     | failed     |
| mov        | roqvideo   | wmav1      | failed     |
| mov        | roqvideo   | wmav2      | failed     |
| mov        | rv10       | aac        | ok         |
| mov        | rv10       | ac3        | ok         |
| mov        | rv10       | flac       | ok         |
| mov        | rv10       | mp2        | ok         |
| mov        | rv10       | mp3        | ok         |
| mov        | rv10       | sonic      | ok         |
| mov        | rv10       | sonicls    | ok         |
| mov        | rv10       | vorbis     | ok         |
| mov        | rv10       | wmav1      | failed     |
| mov        | rv10       | wmav2      | failed     |
| mov        | svq1       | aac        | ok         |
| mov        | svq1       | ac3        | ok         |
| mov        | svq1       | flac       | ok         |
| mov        | svq1       | mp2        | ok         |
| mov        | svq1       | mp3        | ok         |
| mov        | svq1       | sonic      | ok         |
| mov        | svq1       | sonicls    | ok         |
| mov        | svq1       | vorbis     | ok         |
| mov        | svq1       | wmav1      | failed     |
| mov        | svq1       | wmav2      | failed     |
| mov        | wmv1       | aac        | ok         |
| mov        | wmv1       | ac3        | ok         |
| mov        | wmv1       | flac       | ok         |
| mov        | wmv1       | mp2        | ok         |
| mov        | wmv1       | mp3        | ok         |
| mov        | wmv1       | sonic      | ok         |
| mov        | wmv1       | sonicls    | ok         |
| mov        | wmv1       | vorbis     | ok         |
| mov        | wmv1       | wmav1      | failed     |
| mov        | wmv1       | wmav2      | failed     |
| mov        | wmv2       | aac        | ok         |
| mov        | wmv2       | ac3        | ok         |
| mov        | wmv2       | flac       | ok         |
| mov        | wmv2       | mp2        | ok         |
| mov        | wmv2       | mp3        | ok         |
| mov        | wmv2       | sonic      | ok         |
| mov        | wmv2       | sonicls    | ok         |
| mov        | wmv2       | vorbis     | ok         |
| mov        | wmv2       | wmav1      | failed     |
| mov        | wmv2       | wmav2      | failed     |
| mov        | xvid       | aac        | ok         |
| mov        | xvid       | ac3        | ok         |
| mov        | xvid       | flac       | ok         |
| mov        | xvid       | mp2        | ok         |
| mov        | xvid       | mp3        | ok         |
| mov        | xvid       | sonic      | ok         |
| mov        | xvid       | sonicls    | ok         |
| mov        | xvid       | vorbis     | ok         |
| mov        | xvid       | wmav1      | failed     |
| mov        | xvid       | wmav2      | failed     |
| mp4        | asv1       | aac        | failed     |
| mp4        | asv1       | ac3        | failed     |
| mp4        | asv1       | flac       | failed     |
| mp4        | asv1       | mp2        | failed     |
| mp4        | asv1       | mp3        | failed     |
| mp4        | asv1       | sonic      | failed     |
| mp4        | asv1       | sonicls    | failed     |
| mp4        | asv1       | vorbis     | failed     |
| mp4        | asv1       | wmav1      | failed     |
| mp4        | asv1       | wmav2      | failed     |
| mp4        | asv2       | aac        | failed     |
| mp4        | asv2       | ac3        | failed     |
| mp4        | asv2       | flac       | failed     |
| mp4        | asv2       | mp2        | failed     |
| mp4        | asv2       | mp3        | failed     |
| mp4        | asv2       | sonic      | failed     |
| mp4        | asv2       | sonicls    | failed     |
| mp4        | asv2       | vorbis     | failed     |
| mp4        | asv2       | wmav1      | failed     |
| mp4        | asv2       | wmav2      | failed     |
| mp4        | dvvideo    | aac        | failed     |
| mp4        | dvvideo    | ac3        | failed     |
| mp4        | dvvideo    | flac       | failed     |
| mp4        | dvvideo    | mp2        | failed     |
| mp4        | dvvideo    | mp3        | failed     |
| mp4        | dvvideo    | sonic      | failed     |
| mp4        | dvvideo    | sonicls    | failed     |
| mp4        | dvvideo    | vorbis     | failed     |
| mp4        | dvvideo    | wmav1      | failed     |
| mp4        | dvvideo    | wmav2      | failed     |
| mp4        | ffv1       | aac        | failed     |
| mp4        | ffv1       | ac3        | failed     |
| mp4        | ffv1       | flac       | failed     |
| mp4        | ffv1       | mp2        | failed     |
| mp4        | ffv1       | mp3        | failed     |
| mp4        | ffv1       | sonic      | failed     |
| mp4        | ffv1       | sonicls    | failed     |
| mp4        | ffv1       | vorbis     | failed     |
| mp4        | ffv1       | wmav1      | failed     |
| mp4        | ffv1       | wmav2      | failed     |
| mp4        | flv        | aac        | failed     |
| mp4        | flv        | ac3        | failed     |
| mp4        | flv        | flac       | failed     |
| mp4        | flv        | mp2        | failed     |
| mp4        | flv        | mp3        | failed     |
| mp4        | flv        | sonic      | failed     |
| mp4        | flv        | sonicls    | failed     |
| mp4        | flv        | vorbis     | failed     |
| mp4        | flv        | wmav1      | failed     |
| mp4        | flv        | wmav2      | failed     |
| mp4        | h261       | aac        | failed     |
| mp4        | h261       | ac3        | failed     |
| mp4        | h261       | flac       | failed     |
| mp4        | h261       | mp2        | failed     |
| mp4        | h261       | mp3        | failed     |
| mp4        | h261       | sonic      | failed     |
| mp4        | h261       | sonicls    | failed     |
| mp4        | h261       | vorbis     | failed     |
| mp4        | h261       | wmav1      | failed     |
| mp4        | h261       | wmav2      | failed     |
| mp4        | h263       | aac        | failed     |
| mp4        | h263       | ac3        | failed     |
| mp4        | h263       | flac       | failed     |
| mp4        | h263       | mp2        | failed     |
| mp4        | h263       | mp3        | failed     |
| mp4        | h263       | sonic      | failed     |
| mp4        | h263       | sonicls    | failed     |
| mp4        | h263       | vorbis     | failed     |
| mp4        | h263       | wmav1      | failed     |
| mp4        | h263       | wmav2      | failed     |
| mp4        | h263p      | aac        | failed     |
| mp4        | h263p      | ac3        | failed     |
| mp4        | h263p      | flac       | failed     |
| mp4        | h263p      | mp2        | failed     |
| mp4        | h263p      | mp3        | failed     |
| mp4        | h263p      | sonic      | failed     |
| mp4        | h263p      | sonicls    | failed     |
| mp4        | h263p      | vorbis     | failed     |
| mp4        | h263p      | wmav1      | failed     |
| mp4        | h263p      | wmav2      | failed     |
| mp4        | h264       | aac        | ok         |
| mp4        | h264       | ac3        | failed     |
| mp4        | h264       | flac       | failed     |
| mp4        | h264       | mp2        | ok         |
| mp4        | h264       | mp3        | ok         |
| mp4        | h264       | sonic      | failed     |
| mp4        | h264       | sonicls    | failed     |
| mp4        | h264       | vorbis     | failed     |
| mp4        | h264       | wmav1      | failed     |
| mp4        | h264       | wmav2      | failed     |
| mp4        | mpeg1video | aac        | failed     |
| mp4        | mpeg1video | ac3        | failed     |
| mp4        | mpeg1video | flac       | failed     |
| mp4        | mpeg1video | mp2        | failed     |
| mp4        | mpeg1video | mp3        | failed     |
| mp4        | mpeg1video | sonic      | failed     |
| mp4        | mpeg1video | sonicls    | failed     |
| mp4        | mpeg1video | vorbis     | failed     |
| mp4        | mpeg1video | wmav1      | failed     |
| mp4        | mpeg1video | wmav2      | failed     |
| mp4        | mpeg2video | aac        | failed     |
| mp4        | mpeg2video | ac3        | failed     |
| mp4        | mpeg2video | flac       | failed     |
| mp4        | mpeg2video | mp2        | failed     |
| mp4        | mpeg2video | mp3        | failed     |
| mp4        | mpeg2video | sonic      | failed     |
| mp4        | mpeg2video | sonicls    | failed     |
| mp4        | mpeg2video | vorbis     | failed     |
| mp4        | mpeg2video | wmav1      | failed     |
| mp4        | mpeg2video | wmav2      | failed     |
| mp4        | mpeg4      | aac        | failed     |
| mp4        | mpeg4      | ac3        | failed     |
| mp4        | mpeg4      | flac       | failed     |
| mp4        | mpeg4      | mp2        | failed     |
| mp4        | mpeg4      | mp3        | failed     |
| mp4        | mpeg4      | sonic      | failed     |
| mp4        | mpeg4      | sonicls    | failed     |
| mp4        | mpeg4      | vorbis     | failed     |
| mp4        | mpeg4      | wmav1      | failed     |
| mp4        | mpeg4      | wmav2      | failed     |
| mp4        | msmpeg4    | aac        | failed     |
| mp4        | msmpeg4    | ac3        | failed     |
| mp4        | msmpeg4    | flac       | failed     |
| mp4        | msmpeg4    | mp2        | failed     |
| mp4        | msmpeg4    | mp3        | failed     |
| mp4        | msmpeg4    | sonic      | failed     |
| mp4        | msmpeg4    | sonicls    | failed     |
| mp4        | msmpeg4    | vorbis     | failed     |
| mp4        | msmpeg4    | wmav1      | failed     |
| mp4        | msmpeg4    | wmav2      | failed     |
| mp4        | msmpeg4v2  | aac        | failed     |
| mp4        | msmpeg4v2  | ac3        | failed     |
| mp4        | msmpeg4v2  | flac       | failed     |
| mp4        | msmpeg4v2  | mp2        | failed     |
| mp4        | msmpeg4v2  | mp3        | failed     |
| mp4        | msmpeg4v2  | sonic      | failed     |
| mp4        | msmpeg4v2  | sonicls    | failed     |
| mp4        | msmpeg4v2  | vorbis     | failed     |
| mp4        | msmpeg4v2  | wmav1      | failed     |
| mp4        | msmpeg4v2  | wmav2      | failed     |
| mp4        | roqvideo   | aac        | failed     |
| mp4        | roqvideo   | ac3        | failed     |
| mp4        | roqvideo   | flac       | failed     |
| mp4        | roqvideo   | mp2        | failed     |
| mp4        | roqvideo   | mp3        | failed     |
| mp4        | roqvideo   | sonic      | failed     |
| mp4        | roqvideo   | sonicls    | failed     |
| mp4        | roqvideo   | vorbis     | failed     |
| mp4        | roqvideo   | wmav1      | failed     |
| mp4        | roqvideo   | wmav2      | failed     |
| mp4        | rv10       | aac        | failed     |
| mp4        | rv10       | ac3        | failed     |
| mp4        | rv10       | flac       | failed     |
| mp4        | rv10       | mp2        | failed     |
| mp4        | rv10       | mp3        | failed     |
| mp4        | rv10       | sonic      | failed     |
| mp4        | rv10       | sonicls    | failed     |
| mp4        | rv10       | vorbis     | failed     |
| mp4        | rv10       | wmav1      | failed     |
| mp4        | rv10       | wmav2      | failed     |
| mp4        | svq1       | aac        | failed     |
| mp4        | svq1       | ac3        | failed     |
| mp4        | svq1       | flac       | failed     |
| mp4        | svq1       | mp2        | failed     |
| mp4        | svq1       | mp3        | failed     |
| mp4        | svq1       | sonic      | failed     |
| mp4        | svq1       | sonicls    | failed     |
| mp4        | svq1       | vorbis     | failed     |
| mp4        | svq1       | wmav1      | failed     |
| mp4        | svq1       | wmav2      | failed     |
| mp4        | wmv1       | aac        | failed     |
| mp4        | wmv1       | ac3        | failed     |
| mp4        | wmv1       | flac       | failed     |
| mp4        | wmv1       | mp2        | failed     |
| mp4        | wmv1       | mp3        | failed     |
| mp4        | wmv1       | sonic      | failed     |
| mp4        | wmv1       | sonicls    | failed     |
| mp4        | wmv1       | vorbis     | failed     |
| mp4        | wmv1       | wmav1      | failed     |
| mp4        | wmv1       | wmav2      | failed     |
| mp4        | wmv2       | aac        | failed     |
| mp4        | wmv2       | ac3        | failed     |
| mp4        | wmv2       | flac       | failed     |
| mp4        | wmv2       | mp2        | failed     |
| mp4        | wmv2       | mp3        | failed     |
| mp4        | wmv2       | sonic      | failed     |
| mp4        | wmv2       | sonicls    | failed     |
| mp4        | wmv2       | vorbis     | failed     |
| mp4        | wmv2       | wmav1      | failed     |
| mp4        | wmv2       | wmav2      | failed     |
| mp4        | xvid       | aac        | ok         |
| mp4        | xvid       | ac3        | failed     |
| mp4        | xvid       | flac       | failed     |
| mp4        | xvid       | mp2        | ok         |
| mp4        | xvid       | mp3        | ok         |
| mp4        | xvid       | sonic      | failed     |
| mp4        | xvid       | sonicls    | failed     |
| mp4        | xvid       | vorbis     | failed     |
| mp4        | xvid       | wmav1      | failed     |
| mp4        | xvid       | wmav2      | failed     |
| nut        | asv1       | aac        | ok         |
| nut        | asv1       | ac3        | ok         |
| nut        | asv1       | flac       | ok         |
| nut        | asv1       | mp2        | ok         |
| nut        | asv1       | mp3        | ok         |
| nut        | asv1       | sonic      | ok         |
| nut        | asv1       | sonicls    | ok         |
| nut        | asv1       | vorbis     | ok         |
| nut        | asv1       | wmav1      | ok         |
| nut        | asv1       | wmav2      | ok         |
| nut        | asv2       | aac        | ok         |
| nut        | asv2       | ac3        | ok         |
| nut        | asv2       | flac       | ok         |
| nut        | asv2       | mp2        | ok         |
| nut        | asv2       | mp3        | ok         |
| nut        | asv2       | sonic      | ok         |
| nut        | asv2       | sonicls    | ok         |
| nut        | asv2       | vorbis     | ok         |
| nut        | asv2       | wmav1      | ok         |
| nut        | asv2       | wmav2      | ok         |
| nut        | dvvideo    | aac        | ok         |
| nut        | dvvideo    | ac3        | ok         |
| nut        | dvvideo    | flac       | ok         |
| nut        | dvvideo    | mp2        | ok         |
| nut        | dvvideo    | mp3        | ok         |
| nut        | dvvideo    | sonic      | ok         |
| nut        | dvvideo    | sonicls    | ok         |
| nut        | dvvideo    | vorbis     | ok         |
| nut        | dvvideo    | wmav1      | ok         |
| nut        | dvvideo    | wmav2      | ok         |
| nut        | ffv1       | aac        | ok         |
| nut        | ffv1       | ac3        | ok         |
| nut        | ffv1       | flac       | ok         |
| nut        | ffv1       | mp2        | ok         |
| nut        | ffv1       | mp3        | ok         |
| nut        | ffv1       | sonic      | ok         |
| nut        | ffv1       | sonicls    | ok         |
| nut        | ffv1       | vorbis     | ok         |
| nut        | ffv1       | wmav1      | ok         |
| nut        | ffv1       | wmav2      | ok         |
| nut        | flv        | aac        | ok         |
| nut        | flv        | ac3        | ok         |
| nut        | flv        | flac       | ok         |
| nut        | flv        | mp2        | ok         |
| nut        | flv        | mp3        | ok         |
| nut        | flv        | sonic      | ok         |
| nut        | flv        | sonicls    | ok         |
| nut        | flv        | vorbis     | ok         |
| nut        | flv        | wmav1      | ok         |
| nut        | flv        | wmav2      | ok         |
| nut        | h261       | aac        | failed     |
| nut        | h261       | ac3        | failed     |
